ID,Character ID,Name,Anime / Source,Rarity,Event,Image Filename,Image Path,Channel Title,Message ID,Scraped At
11,,𝐍𝐚𝐦𝐞: 𝗢𝗯𝗶𝘁𝗼 𝗨𝗰𝗵𝗶𝗵𝗮,𝐀𝐧𝐢𝐦𝐞: 𝗡𝗮𝗿𝘂𝘁𝗼,𝐑𝐚𝐫𝐢𝐭𝐲: ✨ 𝗔𝘀𝘁𝗿𝗮𝗹,,,,GALAXY DATABASE,21947,2026-08-28T20:27:45.456017
12,,𝐍𝐚𝐦𝐞: 𝗢𝗯𝗶𝘁𝗼 𝗨𝗰𝗵𝗶𝗵𝗮,𝐀𝐧𝐢𝐦𝐞: 𝗡𝗮𝗿𝘂𝘁𝗼,𝐑𝐚𝐫𝐢𝐭𝐲: 🌌 𝗡𝗲𝗯𝘂𝗹𝗮,,,,GALAXY DATABASE,21948,2026-08-28T20:27:45.517586
13,,𝐍𝐚𝐦𝐞: 𝗦𝗮𝘁𝗼𝗿𝘂 G𝗼𝗷𝗼,𝐀𝐧𝐢𝐦𝐞: 𝗝𝘂𝗷𝘂𝘁𝘀𝘂 𝗞𝗮𝗶𝘀𝗲𝗻,𝐑𝐚𝐫𝐢𝐭𝐲: 🌌 𝗡𝗲𝗯𝘂𝗹𝗮,,,,GALAXY DATABASE,21949,2026-08-28T20:27:45.580759
14,,𝐍𝐚𝐦𝐞: 𝗦𝗮𝘁𝗼𝗿𝘂 G𝗼𝗷𝗼 (𝘁𝗵𝗲 𝗛𝗼𝗻𝗼𝗿𝗲𝗱 𝗢𝗻𝗲),𝐀𝐧𝐢𝐦𝐞: 𝗝𝘂𝗷𝘂𝘁𝘀𝘂 𝗞𝗮𝗶𝘀𝗲𝗻,𝐑𝐚𝐫𝐢𝐭𝐲: 🪐 G𝗮𝗹𝗮𝘅𝘆,,,,GALAXY DATABASE,21950,2026-08-28T20:27:45.642312
15,,𝐍𝐚𝐦𝐞: 𝗦𝗮𝘁𝗼𝗿𝘂 G𝗼𝗷𝗼,𝐀𝐧𝐢𝐦𝐞: 𝗝𝘂𝗷𝘂𝘁𝘀𝘂 𝗞𝗮𝗶𝘀𝗲𝗻,𝐑𝐚𝐫𝐢𝐭𝐲: ✨ 𝗔𝘀𝘁𝗿𝗮𝗹,,,,GALAXY DATABASE,21951,2026-08-28T20:27:45.704038
16,,𝐍𝐚𝐦𝐞: 𝗡𝗮𝗿𝘂𝘁𝗼 𝗨𝘇𝘂𝗺𝗮𝗸𝗶,𝐀𝐧𝐢𝐦𝐞: 𝗡𝗮𝗿𝘂𝘁𝗼,𝐑𝐚𝐫𝐢𝐭𝐲: ✨ 𝗔𝘀𝘁𝗿𝗮𝗹,,,,GALAXY DATABASE,21952,2026-08-28T20:27:45.765658
17,,𝐍𝐚𝐦𝐞: 𝗡𝗮𝗿𝘂𝘁𝗼 𝗨𝘇𝘂𝗺𝗮𝗸𝗶,𝐀𝐧𝐢𝐦𝐞: 𝗡𝗮𝗿𝘂𝘁𝗼,𝐑𝐚𝐫𝐢𝐭𝐲: 🌌 𝗡𝗲𝗯𝘂𝗹𝗮,,,,GALAXY DATABASE,21953,2026-08-28T20:27:45.826712
18,,𝐍𝐚𝐦𝐞: 𝗡𝗮𝗿𝘂𝘁𝗼 𝗨𝘇𝘂𝗺𝗮𝗸𝗶 𝗔𝗻𝗱 𝗦𝗮𝘀𝘂𝗸𝗲 𝗨𝗰𝗵𝗶𝗵𝗮,𝐀𝐧𝐢𝐦𝐞: 𝗡𝗮𝗿𝘂𝘁𝗼,𝐑𝐚𝐫𝐢𝐭𝐲: 🪐 G𝗮𝗹𝗮𝘅𝘆,,,,GALAXY DATABASE,21954,2026-08-28T20:27:45.889944
19,,𝐍𝐚𝐦𝐞: 𝗧𝗼𝗸𝘆𝗼 G𝗵𝗼𝘂𝗹,𝐀𝐧𝐢𝐦𝐞: 𝗧𝗼𝗸𝘆𝗼 G𝗵𝗼𝘂𝗹,𝐑𝐚𝐫𝐢𝐭𝐲: ✨ 𝗔𝘀𝘁𝗿𝗮𝗹,,,,GALAXY DATABASE,21955,2026-08-28T20:27:45.953295
20,,𝐍𝐚𝐦𝐞: 𝗞𝗲𝗻 𝗞𝗮𝗻𝗲𝗸𝗶,𝐀𝐧𝐢𝐦𝐞: 𝗧𝗼𝗸𝘆𝗼 G𝗵𝗼𝘂𝗹,𝐑𝐚𝐫𝐢𝐭𝐲: 🌌 𝗡𝗲𝗯𝘂𝗹𝗮,,,,GALAXY DATABASE,21956,2026-08-28T20:27:46.015185
21,,𝐍𝐚𝐦𝐞: 𝗞𝗲𝗻 𝗞𝗮𝗻𝗲𝗸𝗶,𝐀𝐧𝐢𝐦𝐞: 𝗧𝗼𝗸𝘆𝗼 G𝗵𝗼𝘂𝗹,𝐑𝐚𝐫𝐢𝐭𝐲: ✨ 𝗔𝘀𝘁𝗿𝗮𝗹,,,,GALAXY DATABASE,21957,2026-08-28T20:27:46.076964
22,,𝐍𝐚𝐦𝐞: 𝗞𝗲𝗻 𝗞𝗮𝗻𝗲𝗸𝗶,𝐀𝐧𝐢𝐦𝐞: 𝗧𝗼𝗸𝘆𝗼 G𝗵𝗼𝘂𝗹,𝐑𝐚𝐫𝐢𝐭𝐲: 🪐 G𝗮𝗹𝗮𝘅𝘆,,,,GALAXY DATABASE,21958,2026-08-28T20:27:46.140921
23,,𝐍𝐚𝐦𝐞: 𝗥𝗼𝗿𝗼𝗻𝗼𝗮 𝗭𝗼𝗿𝗼,𝐀𝐧𝐢𝐦𝐞: 𝗢𝗻𝗲 𝗣𝗶𝗲𝗰𝗲,𝐑𝐚𝐫𝐢𝐭𝐲: ✨ 𝗔𝘀𝘁𝗿𝗮𝗹,,,,GALAXY DATABASE,21959,2026-08-28T20:27:46.204539
24,,𝐍𝐚𝐦𝐞: 𝗠𝗼𝗻𝗸𝗲𝘆 𝗗. 𝗟𝘂𝗳𝗳𝘆,𝐀𝐧𝐢𝐦𝐞: 𝗢𝗻𝗲 𝗣𝗶𝗲𝗰𝗲,𝐑𝐚𝐫𝐢𝐭𝐲: ✨ 𝗔𝘀𝘁𝗿𝗮𝗹,,,,GALAXY DATABASE,21960,2026-08-28T20:27:46.268133
25,,𝐍𝐚𝐦𝐞: 𝗞𝘂𝗿𝗮𝗽𝗶𝗸𝗮,𝐀𝐧𝐢𝐦𝐞: 𝗛𝘂𝗻𝘁𝗲𝗿 X 𝗛𝘂𝗻𝘁𝗲𝗿,𝐑𝐚𝐫𝐢𝐭𝐲: ✨ 𝗔𝘀𝘁𝗿𝗮𝗹,,,,GALAXY DATABASE,21961,2026-08-28T20:27:46.330158
26,,𝐍𝐚𝐦𝐞: 𝗞𝘂𝗿𝗮𝗽𝗶𝗸𝗮,𝐀𝐧𝐢𝐦𝐞: 𝗛𝘂𝗻𝘁𝗲𝗿 X 𝗛𝘂𝗻𝘁𝗲𝗿,𝐑𝐚𝐫𝐢𝐭𝐲: 🪐 G𝗮𝗹𝗮𝘅𝘆,,,,GALAXY DATABASE,21962,2026-08-28T20:27:46.392436
27,,𝐍𝐚𝐦𝐞: 𝗞𝘂𝗿𝗮𝗽𝗶𝗸𝗮,𝐀𝐧𝐢𝐦𝐞: 𝗛𝘂𝗻𝘁𝗲𝗿 X 𝗛𝘂𝗻𝘁𝗲𝗿,𝐑𝐚𝐫𝐢𝐭𝐲: 🌌 𝗡𝗲𝗯𝘂𝗹𝗮,,,,GALAXY DATABASE,21963,2026-08-28T20:27:46.456323
28,,𝐍𝐚𝐦𝐞: 𝗞𝗮𝘁𝘀𝘂𝗸𝗶 𝗕𝗮𝗸𝘂𝗴𝗼,𝐀𝐧𝐢𝐦𝐞: 𝗠𝘆 𝗛𝗲𝗿𝗼 𝗔𝗰𝗮𝗱𝗲𝗺𝗶𝗮,𝐑𝐚𝐫𝐢𝐭𝐲: 🪐 G𝗮𝗹𝗮𝘅𝘆,,,,GALAXY DATABASE,21964,2026-08-28T20:27:46.519112
29,,𝐍𝐚𝐦𝐞: 𝗞𝗮𝘁𝘀𝘂𝗸𝗶 𝗕𝗮𝗸𝘂𝗴𝗼,𝐀𝐧𝐢𝐦𝐞: 𝗠𝘆 𝗛𝗲𝗿𝗼 𝗔𝗰𝗮𝗱𝗲𝗺𝗶𝗮,𝐑𝐚𝐫𝐢𝐭𝐲: 🌌 𝗡𝗲𝗯𝘂𝗹𝗮,,,,GALAXY DATABASE,21965,2026-08-28T20:27:46.581658
30,,𝐍𝐚𝐦𝐞: 𝗞𝗮𝘁𝘀𝘂𝗸𝗶 𝗕𝗮𝗸𝘂𝗴𝗼,𝐀𝐧𝐢𝐦𝐞: 𝗠𝘆 𝗛𝗲𝗿𝗼 𝗔𝗰𝗮𝗱𝗲𝗺𝗶𝗮,𝐑𝐚𝐫𝐢𝐭𝐲: ✨ 𝗔𝘀𝘁𝗿𝗮𝗹,,,,GALAXY DATABASE,21966,2026-08-28T20:27:46.643607
31,,𝐍𝐚𝐦𝐞: 𝗜𝘇𝘂𝗸𝘂 𝗠𝗶𝗱𝗼𝗿𝗶𝘆𝗮,𝐀𝐧𝐢𝐦𝐞: 𝗠𝘆 𝗛𝗲𝗿𝗼 𝗔𝗰𝗮𝗱𝗲𝗺𝗶𝗮,𝐑𝐚𝐫𝐢𝐭𝐲: ✨ 𝗔𝘀𝘁𝗿𝗮𝗹,,,,GALAXY DATABASE,21967,2026-08-28T20:27:46.706942
32,,𝐍𝐚𝐦𝐞: 𝗜𝘇𝘂𝗸𝘂 𝗠𝗶𝗱𝗼𝗿𝗶𝘆𝗮,𝐀𝐧𝐢𝐦𝐞: 𝗠𝘆 𝗛𝗲𝗿𝗼 𝗔𝗰𝗮𝗱𝗲𝗺𝗶𝗮,𝐑𝐚𝐫𝐢𝐭𝐲: 🌌 𝗡𝗲𝗯𝘂𝗹𝗮,,,,GALAXY DATABASE,21968,2026-08-28T20:27:46.768272
33,,𝐍𝐚𝐦𝐞: 𝗠𝗼𝗻𝗸𝗲𝘆 𝗗. 𝗟𝘂𝗳𝗳𝘆,𝐀𝐧𝐢𝐦𝐞: 𝗢𝗻𝗲 𝗣𝗶𝗲𝗰𝗲,𝐑𝐚𝐫𝐢𝐭𝐲: 🌌 𝗡𝗲𝗯𝘂𝗹𝗮,,,,GALAXY DATABASE,21969,2026-08-28T20:27:46.830399
34,,𝐍𝐚𝐦𝐞: 𝗗𝗮𝗻𝘁𝗲,𝐀𝐧𝐢𝐦𝐞: 𝗗𝗲𝘃𝗶𝗹 𝗠𝗮𝘆 𝗖𝗿𝘆,𝐑𝐚𝐫𝐢𝐭𝐲: ✨ 𝗔𝘀𝘁𝗿𝗮𝗹,,,,GALAXY DATABASE,21970,2026-08-28T20:27:46.892724
35,,𝐍𝐚𝐦𝐞: 𝗩𝗶𝗻𝘀𝗺𝗼𝗸𝗲 𝗦𝗮𝗻𝗷𝗶,𝐀𝐧𝐢𝐦𝐞: 𝗢𝗻𝗲 𝗣𝗶𝗲𝗰𝗲,𝐑𝐚𝐫𝐢𝐭𝐲: 🌌 𝗡𝗲𝗯𝘂𝗹𝗮,,,,GALAXY DATABASE,21971,2026-08-28T20:27:46.956356
36,,𝐍𝐚𝐦𝐞: 𝗝𝗼𝗷𝗼 𝗕𝗶𝘇𝗮𝗿𝗿𝗲 𝗔𝗱𝘃𝗲𝗻𝘁𝘂𝗿𝗲,𝐀𝐧𝐢𝐦𝐞: 𝗝𝗼𝗷𝗼,𝐑𝐚𝐫𝐢𝐭𝐲: ✨ 𝗔𝘀𝘁𝗿𝗮𝗹,,,,GALAXY DATABASE,21972,2026-08-28T20:27:47.018272
37,,𝐍𝐚𝐦𝐞: 𝗗𝗮𝗻𝗱𝗮𝗱𝗮𝗻,𝐀𝐧𝐢𝐦𝐞: 𝗗𝗮𝗻𝗱𝗮𝗱𝗮𝗻,𝐑𝐚𝐫𝐢𝐭𝐲: 🌌 𝗡𝗲𝗯𝘂𝗹𝗮,,,,GALAXY DATABASE,21973,2026-08-28T20:27:47.082500
38,,𝐍𝐚𝐦𝐞: 𝗙𝗮𝘀𝘁 𝗔𝗻𝗱 𝗙𝘂𝗿𝗶𝗼𝘂𝘀,𝐀𝐧𝐢𝐦𝐞: 𝗙𝗮𝘀𝘁 𝗔𝗻𝗱 𝗙𝘂𝗿𝗶𝗼𝘂𝘀,𝐑𝐚𝐫𝐢𝐭𝐲: 🌌 𝗡𝗲𝗯𝘂𝗹𝗮,,,,GALAXY DATABASE,21974,2026-08-28T20:27:47.145229
39,,𝐍𝐚𝐦𝐞: 𝗠𝗶𝗸𝗮𝘀𝗮 𝗔𝗰𝗸𝗲𝗿𝗺𝗮𝗻,𝐀𝐧𝐢𝐦𝐞: 𝗔𝘁𝘁𝗮𝗰𝗸 𝗢𝗻 𝗧𝗶𝘁𝗮𝗻,𝐑𝐚𝐫𝐢𝐭𝐲: ✨ 𝗔𝘀𝘁𝗿𝗮𝗹,,,,GALAXY DATABASE,21975,2026-08-28T20:27:47.207028
40,,𝐍𝐚𝐦𝐞: 𝗧𝗵𝗲 𝗢𝗿𝗱𝗲𝗿,𝐀𝐧𝐢𝐦𝐞: 𝗦𝗮𝗸𝗮𝗺𝗼𝘁𝗼 𝗗𝗮𝘆𝘀,𝐑𝐚𝐫𝐢𝐭𝐲: ✨ 𝗔𝘀𝘁𝗿𝗮𝗹,,,,GALAXY DATABASE,21976,2026-08-28T20:27:47.268474
41,,𝐍𝐚𝐦𝐞: 𝗘𝗿𝗲𝗻 𝗬𝗲𝗮𝗴𝗲𝗿,𝐀𝐧𝐢𝐦𝐞: 𝗔𝘁𝘁𝗮𝗰𝗸 𝗢𝗻 𝗧𝗶𝘁𝗮𝗻,𝐑𝐚𝐫𝐢𝐭𝐲: 🪐 G𝗮𝗹𝗮𝘅𝘆,,,,GALAXY DATABASE,21977,2026-08-28T20:27:47.330349
42,,𝐍𝐚𝐦𝐞: 𝗔𝘁𝘁𝗮𝗰𝗸 𝗢𝗻 𝗧𝗶𝘁𝗮𝗻,𝐀𝐧𝐢𝐦𝐞: 𝗔𝘁𝘁𝗮𝗰𝗸 𝗢𝗻 𝗧𝗶𝘁𝗮𝗻,𝐑𝐚𝐫𝐢𝐭𝐲: 🪐 G𝗮𝗹𝗮𝘅𝘆,,,,GALAXY DATABASE,21978,2026-08-28T20:27:47.392480
43,,𝐍𝐚𝐦𝐞: 𝗟𝗲𝘃𝗶 𝗔𝗰𝗸𝗲𝗿𝗺𝗮𝗻,𝐀𝐧𝐢𝐦𝐞: 𝗔𝘁𝘁𝗮𝗰𝗸 𝗢𝗻 𝗧𝗶𝘁𝗮𝗻,𝐑𝐚𝐫𝐢𝐭𝐲: ✨ 𝗔𝘀𝘁𝗿𝗮𝗹,,,,GALAXY DATABASE,21979,2026-08-28T20:27:47.455549
44,,𝐍𝐚𝐦𝐞: 𝗟𝗲𝘃𝗶 𝗔𝗰𝗸𝗲𝗿𝗺𝗮𝗻,𝐀𝐧𝐢𝐦𝐞: 𝗔𝘁𝘁𝗮𝗰𝗸 𝗢𝗻 𝗧𝗶𝘁𝗮𝗻,𝐑𝐚𝐫𝐢𝐭𝐲: 🌌 𝗡𝗲𝗯𝘂𝗹𝗮,,,,GALAXY DATABASE,21980,2026-08-28T20:27:47.517136
45,,𝐍𝐚𝐦𝐞: 𝗘𝗿𝗲𝗻 𝗬𝗲𝗮𝗴𝗲𝗿,𝐀𝐧𝐢𝐦𝐞: 𝗔𝘁𝘁𝗮𝗰𝗸 𝗢𝗻 𝗧𝗶𝘁𝗮𝗻,𝐑𝐚𝐫𝐢𝐭𝐲: 🌌 𝗡𝗲𝗯𝘂𝗹𝗮,,,,GALAXY DATABASE,21981,2026-08-28T20:27:47.578528
46,,𝐍𝐚𝐦𝐞: 𝗠𝗮𝗸𝗶𝗺𝗮,𝐀𝐧𝐢𝐦𝐞: 𝗖𝗵𝗮𝗶𝗻𝘀𝗮𝘄 𝗠𝗮𝗻,𝐑𝐚𝐫𝐢𝐭𝐲: ✨ 𝗔𝘀𝘁𝗿𝗮𝗹,,,,GALAXY DATABASE,21982,2026-08-28T20:27:47.640784
47,,𝐍𝐚𝐦𝐞: 𝗗𝗲𝗻𝗷𝗶 𝗩𝗲𝗿𝘀𝘂𝘀 𝗥𝗲𝘇𝗲,𝐀𝐧𝐢𝐦𝐞: 𝗖𝗵𝗮𝗶𝗻𝘀𝗮𝘄 𝗠𝗮𝗻,𝐑𝐚𝐫𝐢𝐭𝐲: 🪐 G𝗮𝗹𝗮𝘅𝘆,,,,GALAXY DATABASE,21983,2026-08-28T20:27:47.702517
48,,𝐍𝐚𝐦𝐞: 𝗗𝗲𝗻𝗷𝗶 𝗔𝗻𝗱 𝗥𝗲𝘇𝗲,𝐀𝐧𝐢𝐦𝐞: 𝗖𝗵𝗮𝗶𝗻𝘀𝗮𝘄 𝗠𝗮𝗻,𝐑𝐚𝐫𝐢𝐭𝐲: 🪐 G𝗮𝗹𝗮𝘅𝘆,,,,GALAXY DATABASE,21984,2026-08-28T20:27:47.764787
49,,𝐍𝐚𝐦𝐞: 𝗗𝗲𝗻𝗷𝗶 𝗔𝗻𝗱 𝗥𝗲𝘇𝗲,𝐀𝐧𝐢𝐦𝐞: 𝗖𝗵𝗮𝗶𝗻𝘀𝗮𝘄 𝗠𝗮𝗻,𝐑𝐚𝐫𝐢𝐭𝐲: ✨ 𝗔𝘀𝘁𝗿𝗮𝗹,,,,GALAXY DATABASE,21985,2026-08-28T20:27:47.826755
50,,𝐍𝐚𝐦𝐞: 𝗖𝗵𝗮𝗶𝗻𝘀𝗮𝘄 𝗠𝗮𝗻,𝐀𝐧𝐢𝐦𝐞: 𝗖𝗵𝗮𝗶𝗻𝘀𝗮𝘄 𝗠𝗮𝗻,𝐑𝐚𝐫𝐢𝐭𝐲: 🪐 G𝗮𝗹𝗮𝘅𝘆,,,,GALAXY DATABASE,21986,2026-08-28T20:27:47.890332
51,,𝐍𝐚𝐦𝐞: 𝗠𝗮𝗸𝗶𝗺𝗮,𝐀𝐧𝐢𝐦𝐞: 𝗖𝗵𝗮𝗶𝗻𝘀𝗮𝘄 𝗠𝗮𝗻,𝐑𝐚𝐫𝐢𝐭𝐲: 🪐 G𝗮𝗹𝗮𝘅𝘆,,,,GALAXY DATABASE,21987,2026-08-28T20:27:47.953922
52,,𝐍𝐚𝐦𝐞: 𝗥𝗲𝘇𝗲,𝐀𝐧𝐢𝐦𝐞: 𝗖𝗵𝗮𝗶𝗻𝘀𝗮𝘄 𝗠𝗮𝗻,𝐑𝐚𝐫𝐢𝐭𝐲: ✨ 𝗔𝘀𝘁𝗿𝗮𝗹,,,,GALAXY DATABASE,21988,2026-08-28T20:27:48.015669
53,,𝐍𝐚𝐦𝐞: 𝗛𝗶𝘆𝘂𝗸𝗶,𝐀𝐧𝐢𝐦𝐞: 𝗪𝘂𝘁𝗵𝗲𝗿𝗶𝗻𝗴 𝗪𝗮𝘃𝗲𝘀,𝐑𝐚𝐫𝐢𝐭𝐲: 🪐 G𝗮𝗹𝗮𝘅𝘆,,,,GALAXY DATABASE,21989,2026-08-28T20:27:48.077922
54,,𝐍𝐚𝐦𝐞: 𝗛𝗶𝘆𝘂𝗸𝗶,𝐀𝐧𝐢𝐦𝐞: 𝗪𝘂𝘁𝗵𝗲𝗿𝗶𝗻𝗴 𝗪𝗮𝘃𝗲𝘀,𝐑𝐚𝐫𝐢𝐭𝐲: 🌌 𝗡𝗲𝗯𝘂𝗹𝗮,,,,GALAXY DATABASE,21990,2026-08-28T20:27:48.140463
55,,𝐍𝐚𝐦𝐞: 𝗛𝗶𝘆𝘂𝗸𝗶,𝐀𝐧𝐢𝐦𝐞: 𝗪𝘂𝘁𝗵𝗲𝗿𝗶𝗻𝗴 𝗪𝗮𝘃𝗲𝘀,𝐑𝐚𝐫𝐢𝐭𝐲: ✨ 𝗔𝘀𝘁𝗿𝗮𝗹,,,,GALAXY DATABASE,21991,2026-08-28T20:27:48.202855
56,,𝐍𝐚𝐦𝐞: 𝗭𝗮𝗻𝗶,𝐀𝐧𝐢𝐦𝐞: 𝗪𝘂𝘁𝗵𝗲𝗿𝗶𝗻𝗴 𝗪𝗮𝘃𝗲𝘀,𝐑𝐚𝐫𝐢𝐭𝐲: 🪐 G𝗮𝗹𝗮𝘅𝘆,,,,GALAXY DATABASE,21992,2026-08-28T20:27:48.265565
57,,𝐍𝐚𝐦𝐞: 𝗭𝗮𝗻𝗶,𝐀𝐧𝐢𝐦𝐞: 𝗪𝘂𝘁𝗵𝗲𝗿𝗶𝗻𝗴 𝗪𝗮𝘃𝗲𝘀,𝐑𝐚𝐫𝐢𝐭𝐲: ✨ 𝗔𝘀𝘁𝗿𝗮𝗹,,,,GALAXY DATABASE,21993,2026-08-28T20:27:48.327408
58,,𝐍𝐚𝐦𝐞: 𝗭𝗮𝗻𝗶,𝐀𝐧𝐢𝐦𝐞: 𝗪𝘂𝘁𝗵𝗲𝗿𝗶𝗻𝗴 𝗪𝗮𝘃𝗲𝘀,𝐑𝐚𝐫𝐢𝐭𝐲: 🌌 𝗡𝗲𝗯𝘂𝗹𝗮,,,,GALAXY DATABASE,21994,2026-08-28T20:27:48.388858
59,,𝐍𝐚𝐦𝐞: 𝗖𝗵𝗶𝘀𝗮,𝐀𝐧𝐢𝐦𝐞: 𝗪𝘂𝘁𝗵𝗲𝗿𝗶𝗻𝗴 𝗪𝗮𝘃𝗲𝘀,𝐑𝐚𝐫𝐢𝐭𝐲: ✨ 𝗔𝘀𝘁𝗿𝗮𝗹,,,,GALAXY DATABASE,21995,2026-08-28T20:27:48.452357
60,,𝐍𝐚𝐦𝐞: 𝗖𝗵𝗶𝘀𝗮,𝐀𝐧𝐢𝐦𝐞: 𝗪𝘂𝘁𝗵𝗲𝗿𝗶𝗻𝗴 𝗪𝗮𝘃𝗲𝘀,𝐑𝐚𝐫𝐢𝐭𝐲: 🪐 G𝗮𝗹𝗮𝘅𝘆,,,,GALAXY DATABASE,21996,2026-08-28T20:27:48.513470
61,,𝐍𝐚𝐦𝐞: 𝗖𝗵𝗶𝘀𝗮,𝐀𝐧𝐢𝐦𝐞: 𝗪𝘂𝘁𝗵𝗲𝗿𝗶𝗻𝗴 𝗪𝗮𝘃𝗲𝘀,𝐑𝐚𝐫𝐢𝐭𝐲: 🌌 𝗡𝗲𝗯𝘂𝗹𝗮,,,,GALAXY DATABASE,21997,2026-08-28T20:27:48.575809
62,,𝐍𝐚𝐦𝐞: 𝗔𝗿𝗹𝗲𝗰𝗰𝗵𝗶𝗻𝗼,𝐀𝐧𝐢𝐦𝐞: G𝗲𝗻𝘀𝗵𝗶𝗻 𝗜𝗺𝗽𝗮𝗰𝘁,𝐑𝐚𝐫𝐢𝐭𝐲: ✨ 𝗔𝘀𝘁𝗿𝗮𝗹,,,,GALAXY DATABASE,21998,2026-08-28T20:27:48.638056
